scope,trace,controller,metric,better_when,n,mean,std,ci95_half_width,ci95_low,ci95_high
overall_per_seed,all_evaluation_traces,static,average_bitrate_kbps,higher,5,11092.422222222222,0.0,0.0,11092.422222222222,11092.422222222222
overall_per_seed,all_evaluation_traces,static,buffer_mean_s,descriptive,5,3.884307966890622,0.0,0.0,3.884307966890622,3.884307966890622
overall_per_seed,all_evaluation_traces,static,buffer_std_s,lower,5,1.7402083875483196,0.0,0.0,1.7402083875483196,1.7402083875483196
overall_per_seed,all_evaluation_traces,static,average_payload_bitrate_kbps,higher,5,13272.472774072774,0.0,0.0,13272.472774072774,13272.472774072774
overall_per_seed,all_evaluation_traces,q-learning,startup_delay_s,lower,5,2.5506001348083553,0.21759951296345964,0.2701421665462854,2.28045796826207,2.820742301354641
overall_per_seed,all_evaluation_traces,q-learning,rebuffering_s,lower,5,4.469500624161127,0.9242736300787889,1.1474533077333329,3.3220473164277946,5.61695393189446
overall_per_seed,all_evaluation_traces,q-learning,rebuffering_rate_percent,lower,5,15.68796287876844,3.244203685780235,4.027565137709137,11.660397741059302,19.715528016477577
overall_per_seed,all_evaluation_traces,q-learning,average_bitrate_kbps,higher,5,13651.835555555555,1155.9741425992297,1435.1013708641883,12216.734184691368,15086.936926419743
overall_per_seed,all_evaluation_traces,q-learning,buffer_mean_s,descriptive,5,3.277666839747698,0.19915041555078325,0.24723825891336357,3.0304285808343345,3.5249050986610615
overall_per_seed,all_evaluation_traces,q-learning,buffer_std_s,lower,5,1.3715302565615286,0.09953896552374684,0.12357413597187797,1.2479561205896506,1.4951043925334067
overall_per_seed,all_evaluation_traces,q-learning,average_payload_bitrate_kbps,higher,5,15695.226713466715,884.9278809153749,1098.6069395653296,14596.619773901384,16793.833653032045
