scope,trace,metric,better_when,delta_definition,n,mean,std,ci95_half_width,ci95_low,ci95_high,ci95_excludes_zero
per_trace,evaluation_gradual,startup_delay_s,lower,q-learning_minus_static,5,0.7674731182795699,0.19234993354836902,0.23879569892473118,0.5286774193548387,1.006268817204301,True
per_trace,evaluation_gradual,rebuffering_s,lower,q-learning_minus_static,5,-0.3178032400337205,0.0,0.0,-0.3178032400337205,-0.3178032400337205,True
per_trace,evaluation_gradual,rebuffering_rate_percent,lower,q-learning_minus_static,5,-0.5296720667228675,0.0,0.0,-0.5296720667228675,-0.5296720667228675,True
per_trace,evaluation_gradual,average_bitrate_kbps,higher,q-learning_minus_static,5,-66.6666666666666,232.13980461973537,288.1934288710353,-354.8600955377019,221.52676220436868,False
per_trace,evaluation_gradual,buffer_mean_s,descriptive,q-learning_minus_static,5,0.315294645524574,1.810907261810874,2.2481778771358747,-1.9328832316113007,2.5634725226604487,False
per_trace,evaluation_gradual,buffer_std_s,lower,q-learning_minus_static,5,-0.33102782178385887,1.2819378938429191,1.5914809518836632,-1.9225087736675222,1.2604531300998043,False
per_trace,evaluation_bursty,startup_delay_s,lower,q-learning_minus_static,5,0.7416666666666667,0.1863389981249825,0.2313333333333333,0.5103333333333334,0.973,True
per_trace,evaluation_bursty,rebuffering_s,lower,q-learning_minus_static,5,19.1947775268085,20.701739387758913,25.70048366985486,-6.5057061430463605,44.89526119666336,False
per_trace,evaluation_bursty,rebuffering_rate_percent,lower,q-learning_minus_static,5,31.991295878014178,34.50289897959819,42.83413944975811,-10.842843571743934,74.82543532777228,False
per_trace,evaluation_bursty,average_bitrate_kbps,higher,q-learning_minus_static,5,876.6666666666667,442.4678268278698,549.3082945749944,327.3583720916723,1425.9749612416613,True
per_trace,evaluation_bursty,buffer_mean_s,descriptive,q-learning_minus_static,5,-2.9632892038007634,0.580297850931617,0.7204194373318511,-3.6837086411326148,-2.242869766468912,True
per_trace,evaluation_bursty,buffer_std_s,lower,q-learning_minus_static,5,-1.668899199647332,0.23647277190808266,0.29357265585048575,-1.9624718554978178,-1.375326543796846,True
per_trace,evaluation_challenging,startup_delay_s,lower,q-learning_minus_static,5,0.9223057644110273,0.23537557657892516,0.29221052631578937,0.6300952380952379,1.2145162907268165,True
per_trace,evaluation_challenging,rebuffering_s,lower,q-learning_minus_static,5,-9.477780975063585,1.8178725079148077,2.256824985980096,-11.73460596104368,-7.220955989083489,True
per_trace,evaluation_challenging,rebuffering_rate_percent,lower,q-learning_minus_static,5,-15.796301625105972,3.029787513191348,3.761374976633496,-19.557676601739466,-12.034926648472476,True
per_trace,evaluation_challenging,average_bitrate_kbps,higher,q-learning_minus_static,5,350.00000000000006,159.4260539142416,197.92185663370614,152.07814336629392,547.9218566337062,True
per_trace,evaluation_challenging,buffer_mean_s,descriptive,q-learning_minus_static,5,-3.513508258649563,0.327200571452928,0.406208038169275,-3.919716296818838,-3.1073002204802878,True
per_trace,evaluation_challenging,buffer_std_s,lower,q-learning_minus_static,5,-1.6889269689813406,0.0804848882652745,0.09991916707032357,-1.7888461360516643,-1.589007801911017,True
overall_per_seed,all_evaluation_traces,startup_delay_s,lower,q-learning_minus_static,5,0.8104818497857547,0.20468816941742557,0.25411318619128465,0.55636866359447,1.0645950359770393,True
overall_per_seed,all_evaluation_traces,rebuffering_s,lower,q-learning_minus_static,5,3.1330644372370666,6.631555877182705,8.232844126520263,-5.099779689283196,11.36590856375733,False
overall_per_seed,all_evaluation_traces,rebuffering_rate_percent,lower,q-learning_minus_static,5,5.221774062061778,11.052593128637843,13.721406877533774,-8.499632815471996,18.94318093959555,False
overall_per_seed,all_evaluation_traces,average_bitrate_kbps,higher,q-learning_minus_static,5,386.66666666666674,241.9251491221568,300.3415910074542,86.32507565921253,687.008257674121,True
overall_per_seed,all_evaluation_traces,buffer_mean_s,descriptive,q-learning_minus_static,5,-2.053834272308584,0.7417553238997858,0.9208632295017064,-2.97469750181029,-1.1329710428068775,True
overall_per_seed,all_evaluation_traces,buffer_std_s,lower,q-learning_minus_static,5,-1.2296179968041772,0.4837280174203385,0.6005313746589737,-1.830149371463151,-0.6290866221452035,True
