dataset,training_seed,policy_seed,trace,controller,startup_delay_s,rebuffering_s,rebuffering_rate_percent,average_bitrate_kbps,buffer_mean_s,buffer_std_s
evaluation,71,,evaluation_bursty,static,0.4083333333333333,30.4661308120539,50.7768846867565,1000.0,6.656657065553666,3.245290038836022
evaluation,71,71640,evaluation_bursty,q-learning-standard,0.8166666666666667,18.28641540683301,30.47735901138835,1200.0,4.434255838064321,1.713879707888171
evaluation,71,,evaluation_challenging,static,0.5012531328320802,19.1505828109089,31.9176380181815,1200.0,7.738384154090675,3.3543563111077046
evaluation,71,71641,evaluation_challenging,q-learning-standard,1.0025062656641603,10.833573431399522,18.055955718999204,1366.6666666666667,4.069997723693375,1.8003942178685042
evaluation,11,11099,evaluation_gradual,q-learning-robust,1.2768817204301075,0.0,0.0,1700.0,13.45967601688446,4.577628781738404
evaluation,11,11100,evaluation_bursty,q-learning-robust,1.2333333333333334,3.491348265261309,5.818913775435515,1200.0,4.927185029616638,1.940843270290352
evaluation,11,11101,evaluation_challenging,q-learning-robust,1.5288220551378444,0.0,0.0,1116.6666666666667,7.528696955218693,2.3657975107547973
evaluation,23,23207,evaluation_gradual,q-learning-robust,0.8467741935483871,0.0,0.0,2200.0,7.90498036803312,1.846607981976979
evaluation,23,23208,evaluation_bursty,q-learning-robust,0.8166666666666667,24.6435692950428,41.072615491738,1350.0,4.94765260069887,2.2794787872712576
evaluation,23,23209,evaluation_challenging,q-learning-robust,1.0025062656641603,0.007806806719854009,0.013011344533090016,1116.6666666666667,6.156630169347561,2.2618870312752106
evaluation,37,37333,evaluation_gradual,q-learning-robust,0.6384408602150538,0.0,0.0,1216.6666666666667,14.6877497468188,5.255309111888981
evaluation,37,37334,evaluation_bursty,q-learning-robust,0.6166666666666667,0.15395263151309235,0.2565877191884873,1050.0,5.418568301816304,2.0347833271049973
evaluation,37,37335,evaluation_challenging,q-learning-robust,0.7644110275689222,0.0,0.0,1083.3333333333333,6.806474732996469,2.2334640300058046
evaluation,53,53477,evaluation_gradual,q-learning-robust,0.8467741935483871,0.0,0.0,1400.0,13.339120960545923,5.2155298492760265
evaluation,53,53478,evaluation_bursty,q-learning-robust,0.8166666666666667,12.245034192860281,20.4083903214338,1250.0,5.107967495192593,2.122081494379207
evaluation,53,53479,evaluation_challenging,q-learning-robust,1.0025062656641603,0.0,0.0,1033.3333333333333,7.808374684896422,2.5807615249694256
evaluation,71,71639,evaluation_gradual,q-learning-robust,1.2768817204301075,0.0,0.0,1733.3333333333333,12.713850042630261,4.058719405831675
evaluation,71,71640,evaluation_bursty,q-learning-robust,1.2333333333333334,0.9503732981993855,1.5839554969989758,1033.3333333333333,5.81123229070251,2.2197605466987316
evaluation,71,71641,evaluation_challenging,q-learning-robust,1.5288220551378444,0.007806806719854009,0.013011344533090016,1083.3333333333333,6.221815354532746,2.3554011709804827
validation,11,,validation_bursty,static,0.5643879173290938,15.988510917721001,26.647518196201666,950.0,7.093663557284731,3.362355776980058
validation,11,11199,validation_bursty,q-learning-standard,1.6693163751987283,42.480230139445894,70.80038356574316,1683.3333333333333,4.547998791477669,2.22564639721588
validation,11,11199,validation_bursty,q-learning-robust,1.6693163751987283,4.796770324407129,7.9946172073452155,1200.0,4.649641562010547,1.9016718446595648
validation,11,,validation_mixed,static,0.6797235023041475,14.179297345557192,23.63216224259532,1200.0,6.925438535591621,3.2948753008986293
validation,11,11200,validation_mixed,q-learning-standard,2.0046082949308754,4.851136814058947,8.085228023431577,1633.3333333333333,5.537309341282514,2.1043928127391416
validation,11,11200,validation_mixed,q-learning-robust,2.0046082949308754,0.0,0.0,1300.0,8.727410591324348,2.3503705050197974
validation,23,,validation_bursty,static,0.5643879173290938,15.988510917721001,26.647518196201666,950.0,7.093663557284731,3.362355776980058
validation,23,23307,validation_bursty,q-learning-standard,1.6693163751987283,53.017983814385445,88.36330635730907,2050.0,3.345368337137555,1.3597397783866347
validation,23,23307,validation_bursty,q-learning-robust,1.6693163751987283,22.90516631438207,38.17527719063678,1350.0,5.4470718791922765,2.448563385752809
validation,23,,validation_mixed,static,0.6797235023041475,14.179297345557192,23.63216224259532,1200.0,6.925438535591621,3.2948753008986293
validation,23,23308,validation_mixed,q-learning-standard,2.0046082949308754,5.022705441509929,8.371175735849882,1566.6666666666667,5.154933057435641,1.9078871858241135
validation,23,23308,validation_mixed,q-learning-robust,2.0046082949308754,3.2744863463436076,5.457477243906013,1516.6666666666667,6.515831620330389,2.151127906573397
validation,37,,validation_bursty,static,0.5643879173290938,15.988510917721001,26.647518196201666,950.0,7.093663557284731,3.362355776980058
validation,37,37433,validation_bursty,q-learning-standard,1.6693163751987283,46.18563721082993,76.97606201804987,1866.6666666666667,4.262624036604283,2.2861605142152173
validation,37,37433,validation_bursty,q-learning-robust,0.5643879173290938,3.6659605656903933,6.109934276150655,1000.0,5.18816709518823,2.094769408840969
validation,37,,validation_mixed,static,0.6797235023041475,14.179297345557192,23.63216224259532,1200.0,6.925438535591621,3.2948753008986293
validation,37,37434,validation_mixed,q-learning-standard,2.0046082949308754,4.1049059267631876,6.8415098779386465,1500.0,6.009466202122866,2.0578252494877325
validation,37,37434,validation_mixed,q-learning-robust,0.6797235023041475,0.0,0.0,1333.3333333333333,8.655438571096516,2.241401156058302
validation,53,,validation_bursty,static,0.5643879173290938,15.988510917721001,26.647518196201666,950.0,7.093663557284731,3.362355776980058
validation,53,53577,validation_bursty,q-learning-standard,1.6693163751987283,64.14034732393482,106.9005788732247,2266.6666666666665,3.265026611369308,1.2613739675394462
validation,53,53577,validation_bursty,q-learning-robust,1.1287758346581875,2.3815422776001345,3.9692371293335573,1150.0,5.1165592864323175,1.9915320387004323
validation,53,,validation_mixed,static,0.6797235023041475,14.179297345557192,23.63216224259532,1200.0,6.925438535591621,3.2948753008986293
validation,53,53578,validation_mixed,q-learning-standard,2.0046082949308754,5.089813771776152,8.483022952960253,1650.0,5.434961956942868,2.111597226831227
validation,53,53578,validation_mixed,q-learning-robust,1.359447004608295,0.0,0.0,1266.6666666666667,9.627633849099418,2.8380609378760338
validation,71,,validation_bursty,static,0.5643879173290938,15.988510917721001,26.647518196201666,950.0,7.093663557284731,3.362355776980058
validation,71,71739,validation_bursty,q-learning-standard,1.1287758346581875,7.08935762933136,11.815596048885599,1066.6666666666667,5.0658327762855615,2.374775458387867
validation,71,71739,validation_bursty,q-learning-robust,1.1287758346581875,0.0,0.0,1000.0,7.498385119023889,2.459170773118537
validation,71,,validation_mixed,static,0.6797235023041475,14.179297345557192,23.63216224259532,1200.0,6.925438535591621,3.2948753008986293
validation,71,71740,validation_mixed,q-learning-standard,1.359447004608295,5.248696776436391,8.747827960727319,1566.6666666666667,5.139065431995692,1.7078894812696088
validation,71,71740,validation_mixed,q-learning-robust,1.359447004608295,3.5122787263773647,5.853797877295608,1200.0,7.987671727562612,3.0169937547332046
