scope,content,trace,controller,metric,better_when,n,mean,std,ci95_half_width,ci95_low,ci95_high
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,robust-mpc,mean_psnr_y_db,higher,10,47.30823778333333,0.0,0.0,47.30823778333333,47.30823778333333
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,robust-mpc,switch_count,lower,10,9.0,0.0,0.0,9.0,9.0
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,robust-mpc,high_representation_fraction_percent,descriptive,10,53.333333333333336,0.0,0.0,53.333333333333336,53.333333333333336
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,startup_delay_s,lower,10,0.6473731938179587,0.0,0.0,0.6473731938179587,0.6473731938179587
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,average_bitrate_kbps,higher,10,2487.9933333333333,352.8687373724326,252.4095508722475,2235.583782461086,2740.402884205581
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,average_payload_bitrate_kbps,higher,10,2490.12616,350.05027777230697,250.3934864084001,2239.7326735916,2740.5196464083997
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,buffer_mean_s,descriptive,10,11.848706512970715,1.9330943137763203,1.3827562939331548,10.465950219037559,13.23146280690387
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,buffer_std_s,lower,10,4.760025169233712,0.9289270776486895,0.6644682331688271,4.095556936064885,5.424493402402539
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,mean_objective_reward,higher,10,0.388114095705768,0.13655176498253116,0.09767646158371772,0.29043763412205026,0.4857905572894857
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,mean_quality_utility,higher,10,0.6209147588310502,0.13050596207695647,0.09335185519489045,0.5275629036361598,0.7142666140259406
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,mean_psnr_y_db,higher,10,46.46784277,0.6788777073894612,0.48560611658408104,45.98223665341592,46.95344888658408
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,switch_count,lower,10,23.9,5.724217559340898,4.094574073087457,19.80542592691254,27.994574073087456
per_content_trace,big_buck_bunny,stage56_evaluation_high_start,q-learning,high_representation_fraction_percent,descriptive,10,36.33333333333333,15.748799679912901,11.265229908390191,25.06810342494314,47.59856324172352
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,startup_delay_s,lower,10,2.334045931843984,0.0,0.0,2.334045931843984,2.334045931843984
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,rebuffering_s,lower,10,6.235932899165204,0.0,0.0,6.235932899165204,6.235932899165204
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,rebuffering_rate_percent,lower,10,10.393221498608673,0.0,0.0,10.393221498608673,10.393221498608673
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,average_bitrate_kbps,higher,10,1142.3,0.0,0.0,1142.3,1142.3
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,average_payload_bitrate_kbps,higher,10,1142.6414666666667,0.0,0.0,1142.6414666666667,1142.6414666666667
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,buffer_mean_s,descriptive,10,4.619489004017736,0.0,0.0,4.619489004017736,4.619489004017736
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,buffer_std_s,lower,10,2.5555620448602494,0.0,0.0,2.5555620448602494,2.5555620448602494
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,mean_objective_reward,higher,10,-1.9117753602793186,0.0,0.0,-1.9117753602793186,-1.9117753602793186
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,mean_quality_utility,higher,10,0.034837212369964315,0.0,0.0,0.034837212369964315,0.034837212369964315
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,mean_psnr_y_db,higher,10,42.687064183333334,0.0,0.0,42.687064183333334,42.687064183333334
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,switch_count,lower,10,2.0,0.0,0.0,2.0,2.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,static,high_representation_fraction_percent,descriptive,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,startup_delay_s,lower,10,2.334045931843984,0.0,0.0,2.334045931843984,2.334045931843984
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,rebuffering_s,lower,10,0.8123791798965989,0.0,0.0,0.8123791798965989,0.8123791798965989
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,rebuffering_rate_percent,lower,10,1.3539652998276648,0.0,0.0,1.3539652998276648,1.3539652998276648
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,average_bitrate_kbps,higher,10,1064.0,0.0,0.0,1064.0,1064.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,average_payload_bitrate_kbps,higher,10,1063.5448000000001,0.0,0.0,1063.5448000000001,1063.5448000000001
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,buffer_mean_s,descriptive,10,5.31821541889503,0.0,0.0,5.31821541889503,5.31821541889503
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,buffer_std_s,lower,10,2.473116407077403,0.0,0.0,2.473116407077403,2.473116407077403
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,mean_objective_reward,higher,10,-0.8852759823116317,0.0,0.0,-0.8852759823116317,-0.8852759823116317
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,mean_quality_utility,higher,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,mean_psnr_y_db,higher,10,42.56270983333333,0.0,0.0,42.56270983333333,42.56270983333333
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,switch_count,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,throughput,high_representation_fraction_percent,descriptive,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,startup_delay_s,lower,10,2.334045931843984,0.0,0.0,2.334045931843984,2.334045931843984
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,rebuffering_s,lower,10,5.992119674764119,0.0,0.0,5.992119674764119,5.992119674764119
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,rebuffering_rate_percent,lower,10,9.986866124606866,0.0,0.0,9.986866124606866,9.986866124606866
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,average_bitrate_kbps,higher,10,1168.4,0.0,0.0,1168.4,1168.4
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,average_payload_bitrate_kbps,higher,10,1164.8638666666666,0.0,0.0,1164.8638666666666,1164.8638666666666
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,buffer_mean_s,descriptive,10,3.5636386996782137,0.0,0.0,3.5636386996782137,3.5636386996782137
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,buffer_std_s,lower,10,1.5486467134475144,0.0,0.0,1.5486467134475144,1.5486467134475144
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,mean_objective_reward,higher,10,-2.0945658865706553,0.0,0.0,-2.0945658865706553,-2.0945658865706553
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,mean_quality_utility,higher,10,0.04644961649328576,0.0,0.0,0.04644961649328576,0.04644961649328576
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,mean_psnr_y_db,higher,10,42.78931621666666,0.0,0.0,42.78931621666666,42.78931621666666
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,switch_count,lower,10,6.0,0.0,0.0,6.0,6.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,bola-basic,high_representation_fraction_percent,descriptive,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,startup_delay_s,lower,10,2.334045931843984,0.0,0.0,2.334045931843984,2.334045931843984
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,rebuffering_s,lower,10,2.7474709719848036,0.0,0.0,2.7474709719848036,2.7474709719848036
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,rebuffering_rate_percent,lower,10,4.5791182866413385,0.0,0.0,4.5791182866413385,4.5791182866413385
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,average_bitrate_kbps,higher,10,1240.4166666666667,0.0,0.0,1240.4166666666667,1240.4166666666667
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,average_payload_bitrate_kbps,higher,10,1109.9846666666667,0.0,0.0,1109.9846666666667,1109.9846666666667
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,buffer_mean_s,descriptive,10,4.7750377598939755,0.0,0.0,4.7750377598939755,4.7750377598939755
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,buffer_std_s,lower,10,2.1746945249036367,0.0,0.0,2.1746945249036367,2.1746945249036367
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,mean_objective_reward,higher,10,-1.2583672486908564,0.0,0.0,-1.2583672486908564,-1.2583672486908564
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,mean_quality_utility,higher,10,0.05075193951831549,0.0,0.0,0.05075193951831549,0.05075193951831549
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,mean_psnr_y_db,higher,10,42.707530633333334,0.0,0.0,42.707530633333334,42.707530633333334
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,switch_count,lower,10,4.0,0.0,0.0,4.0,4.0
per_content_trace,elephants_dream,stage56_evaluation_low_start,robust-mpc,high_representation_fraction_percent,descriptive,10,3.3333333333333335,0.0,0.0,3.3333333333333335,3.3333333333333335
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,startup_delay_s,lower,10,2.334045931843984,0.0,0.0,2.334045931843984,2.334045931843984
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,rebuffering_s,lower,10,1.770174732890806,0.5190257226346768,0.37126283987887576,1.3989118930119302,2.1414375727696817
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,rebuffering_rate_percent,lower,10,2.950291221484677,0.8650428710577945,0.6187713997981262,2.3315198216865505,3.569062621282803
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,average_bitrate_kbps,higher,10,1176.7333333333331,64.26264683140417,45.967534402053815,1130.7657989312793,1222.700867735387
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,average_payload_bitrate_kbps,higher,10,1157.03156,48.14111713474183,34.43568802651813,1122.5958719734817,1191.467248026518
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,buffer_mean_s,descriptive,10,4.899344845835894,0.1461098157214901,0.10451340415958688,4.794831441676307,5.0038582499954805
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,buffer_std_s,lower,10,2.53121845751284,0.1681206650449212,0.12025792330688723,2.4109605342059526,2.6514763808197275
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,mean_objective_reward,higher,10,-1.0921366889548438,0.0990480753226632,0.07084980209104551,-1.1629864910458894,-1.0212868868637983
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,mean_quality_utility,higher,10,0.048626160479200806,0.026227484213614656,0.018760708472398163,0.029865452006802642,0.06738686895159897
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,mean_psnr_y_db,higher,10,42.78361970666667,0.11415946180793787,0.08165908574764613,42.701960620919024,42.865278792414315
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,switch_count,lower,10,7.0,3.711842908553348,2.6551079827381785,4.344892017261822,9.655107982738178
per_content_trace,elephants_dream,stage56_evaluation_low_start,q-learning,high_representation_fraction_percent,descriptive,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,startup_delay_s,lower,10,1.3940334802116137,0.0,0.0,1.3940334802116137,1.3940334802116137
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,average_bitrate_kbps,higher,10,3787.6333333333328,0.0,0.0,3787.6333333333328,3787.6333333333328
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,average_payload_bitrate_kbps,higher,10,3200.1702666666665,0.0,0.0,3200.1702666666665,3200.1702666666665
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,buffer_mean_s,descriptive,10,10.036829328759332,0.0,0.0,10.036829328759332,10.036829328759332
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,buffer_std_s,lower,10,3.371794222927315,0.0,0.0,3.371794222927315,3.371794222927315
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,mean_objective_reward,higher,10,0.4977753069703984,0.0,0.0,0.4977753069703984,0.4977753069703984
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,mean_quality_utility,higher,10,0.6670537640881091,0.0,0.0,0.6670537640881091,0.6670537640881091
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,mean_psnr_y_db,higher,10,45.6324658,0.0,0.0,45.6324658,45.6324658
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,switch_count,lower,10,3.0,0.0,0.0,3.0,3.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,static,high_representation_fraction_percent,descriptive,10,65.0,0.0,0.0,65.0,65.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,startup_delay_s,lower,10,2.395265168077527,0.0,0.0,2.395265168077527,2.395265168077527
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,average_bitrate_kbps,higher,10,2841.9166666666665,0.0,0.0,2841.9166666666665,2841.9166666666665
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,average_payload_bitrate_kbps,higher,10,2480.4533333333334,0.0,0.0,2480.4533333333334,2480.4533333333334
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,buffer_mean_s,descriptive,10,11.614779836817474,0.0,0.0,11.614779836817474,11.614779836817474
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,buffer_std_s,lower,10,6.224677664548604,0.0,0.0,6.224677664548604,6.224677664548604
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,mean_objective_reward,higher,10,0.17277695774136043,0.0,0.0,0.17277695774136043,0.17277695774136043
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,mean_quality_utility,higher,10,0.5293961116651519,0.0,0.0,0.5293961116651519,0.5293961116651519
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,mean_psnr_y_db,higher,10,44.814627449999996,0.0,0.0,44.814627449999996,44.814627449999996
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,switch_count,lower,10,9.0,0.0,0.0,9.0,9.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,throughput,high_representation_fraction_percent,descriptive,10,25.0,0.0,0.0,25.0,25.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,startup_delay_s,lower,10,1.3940334802116137,0.0,0.0,1.3940334802116137,1.3940334802116137
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,average_bitrate_kbps,higher,10,3384.7833333333338,0.0,0.0,3384.7833333333338,3384.7833333333338
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,average_payload_bitrate_kbps,higher,10,2800.1915999999997,0.0,0.0,2800.1915999999997,2800.1915999999997
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,buffer_mean_s,descriptive,10,11.193073209930676,0.0,0.0,11.193073209930676,11.193073209930676
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,buffer_std_s,lower,10,5.376707778977836,0.0,0.0,5.376707778977836,5.376707778977836
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,mean_objective_reward,higher,10,0.34799527432952265,0.0,0.0,0.34799527432952265,0.34799527432952265
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,mean_quality_utility,higher,10,0.6212450697502675,0.0,0.0,0.6212450697502675,0.6212450697502675
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,mean_psnr_y_db,higher,10,45.28883845,0.0,0.0,45.28883845,45.28883845
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,switch_count,lower,10,5.0,0.0,0.0,5.0,5.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,bola-basic,high_representation_fraction_percent,descriptive,10,46.666666666666664,0.0,0.0,46.666666666666664,46.666666666666664
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,startup_delay_s,lower,10,2.395265168077527,0.0,0.0,2.395265168077527,2.395265168077527
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,average_bitrate_kbps,higher,10,3534.0833333333335,0.0,0.0,3534.0833333333335,3534.0833333333335
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,average_payload_bitrate_kbps,higher,10,2888.3106666666663,0.0,0.0,2888.3106666666663,2888.3106666666663
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,buffer_mean_s,descriptive,10,12.6833474523318,0.0,0.0,12.6833474523318,12.6833474523318
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,buffer_std_s,lower,10,5.180124524970443,0.0,0.0,5.180124524970443,5.180124524970443
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,mean_objective_reward,higher,10,0.46661928027061517,0.0,0.0,0.46661928027061517,0.46661928027061517
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,mean_quality_utility,higher,10,0.6360207599588608,0.0,0.0,0.6360207599588608,0.6360207599588608
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,mean_psnr_y_db,higher,10,45.349821600000006,0.0,0.0,45.349821600000006,45.349821600000006
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,switch_count,lower,10,7.0,0.0,0.0,7.0,7.0
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,robust-mpc,high_representation_fraction_percent,descriptive,10,53.333333333333336,0.0,0.0,53.333333333333336,53.333333333333336
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,startup_delay_s,lower,10,1.3940334802116137,0.0,0.0,1.3940334802116137,1.3940334802116137
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,rebuffering_s,lower,10,0.03745305408604995,0.1184369562413938,0.08471880834264497,-0.04726575425659502,0.12217186242869493
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,rebuffering_rate_percent,lower,10,0.06242175681008325,0.19739492706898967,0.1411980139044083,-0.07877625709432506,0.20361977071449155
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,average_bitrate_kbps,higher,10,2286.766666666667,482.87894496843325,345.4067893141416,1941.3598773525252,2632.1734559808083
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,average_payload_bitrate_kbps,higher,10,2127.4926266666666,299.70007324653164,214.37762225077913,1913.1150044158876,2341.8702489174457
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,buffer_mean_s,descriptive,10,11.073820114025617,0.679394496718434,0.4859757797154565,10.58784433431016,11.559795893741073
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,buffer_std_s,lower,10,6.199018208012541,0.3577365814550286,0.2558915548257669,5.943126653186774,6.454909762838308
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,mean_objective_reward,higher,10,-0.010637237399786476,0.1753393319983032,0.1254214878016257,-0.13605872520141218,0.11478425040183923
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,mean_quality_utility,higher,10,0.38498470645877425,0.12072073272584341,0.0863524101205325,0.29863229633824173,0.47133711657930677
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,mean_psnr_y_db,higher,10,44.50566100166667,0.4421903992140233,0.3163019793046452,44.18935902236202,44.821962980971314
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,switch_count,lower,10,23.7,4.715223571935199,3.372833402348832,20.327166597651168,27.07283340234883
per_content_trace,elephants_dream,stage56_evaluation_mixed_start,q-learning,high_representation_fraction_percent,descriptive,10,12.166666666666668,10.859654633800842,7.76798922215753,4.398677444509138,19.934655888824196
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,startup_delay_s,lower,10,0.5192803412051092,0.0,0.0,0.5192803412051092,0.5192803412051092
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,average_bitrate_kbps,higher,10,3401.0666666666666,0.0,0.0,3401.0666666666666,3401.0666666666666
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,average_payload_bitrate_kbps,higher,10,2880.1587999999997,0.0,0.0,2880.1587999999997,2880.1587999999997
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,buffer_mean_s,descriptive,10,8.52285555596912,0.0,0.0,8.52285555596912,8.52285555596912
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,buffer_std_s,lower,10,3.8403297044822415,0.0,0.0,3.8403297044822415,3.8403297044822415
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,mean_objective_reward,higher,10,0.2190449392737878,0.0,0.0,0.2190449392737878,0.2190449392737878
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,mean_quality_utility,higher,10,0.5844946255976605,0.0,0.0,0.5844946255976605,0.5844946255976605
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,mean_psnr_y_db,higher,10,45.16529861666667,0.0,0.0,45.16529861666667,45.16529861666667
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,switch_count,lower,10,9.0,0.0,0.0,9.0,9.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,static,high_representation_fraction_percent,descriptive,10,53.333333333333336,0.0,0.0,53.333333333333336,53.333333333333336
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,startup_delay_s,lower,10,2.911934778911456,0.0,0.0,2.911934778911456,2.911934778911456
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,average_bitrate_kbps,higher,10,3068.65,0.0,0.0,3068.65,3068.65
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,average_payload_bitrate_kbps,higher,10,2969.2697333333335,0.0,0.0,2969.2697333333335,2969.2697333333335
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,buffer_mean_s,descriptive,10,9.42300184366341,0.0,0.0,9.42300184366341,9.42300184366341
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,buffer_std_s,lower,10,5.277327001715316,0.0,0.0,5.277327001715316,5.277327001715316
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,mean_objective_reward,higher,10,0.08812840924330326,0.0,0.0,0.08812840924330326,0.08812840924330326
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,mean_quality_utility,higher,10,0.5848374716299395,0.0,0.0,0.5848374716299395,0.5848374716299395
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,mean_psnr_y_db,higher,10,45.55527861666667,0.0,0.0,45.55527861666667,45.55527861666667
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,switch_count,lower,10,12.0,0.0,0.0,12.0,12.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,throughput,high_representation_fraction_percent,descriptive,10,30.0,0.0,0.0,30.0,30.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,startup_delay_s,lower,10,0.5192803412051092,0.0,0.0,0.5192803412051092,0.5192803412051092
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,average_bitrate_kbps,higher,10,3220.616666666667,0.0,0.0,3220.616666666667,3220.616666666667
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,average_payload_bitrate_kbps,higher,10,2814.1813333333334,0.0,0.0,2814.1813333333334,2814.1813333333334
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,buffer_mean_s,descriptive,10,10.34234236073402,0.0,0.0,10.34234236073402,10.34234236073402
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,buffer_std_s,lower,10,3.8290293111963107,0.0,0.0,3.8290293111963107,3.8290293111963107
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,mean_objective_reward,higher,10,0.4516287021383659,0.0,0.0,0.4516287021383659,0.4516287021383659
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,mean_quality_utility,higher,10,0.6232695781557567,0.0,0.0,0.6232695781557567,0.6232695781557567
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,mean_psnr_y_db,higher,10,45.45605176666666,0.0,0.0,45.45605176666666,45.45605176666666
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,switch_count,lower,10,10.0,0.0,0.0,10.0,10.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,bola-basic,high_representation_fraction_percent,descriptive,10,31.666666666666668,0.0,0.0,31.666666666666668,31.666666666666668
per_content_trace,elephants_dream,stage56_evaluation_high_start,robust-mpc,startup_delay_s,lower,10,2.911934778911456,0.0,0.0,2.911934778911456,2.911934778911456
per_content_trace,elephants_dream,stage56_evaluation_high_start,robust-mpc,rebuffering_s,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,robust-mpc,rebuffering_rate_percent,lower,10,0.0,0.0,0.0,0.0,0.0
per_content_trace,elephants_dream,stage56_evaluation_high_start,robust-mpc,average_bitrate_kbps,higher,10,3568.1166666666672,0.0,0.0,3568.1166666666672,3568.1166666666672
