scope,content,trace,baseline,metric,better_when,delta_definition,n,mean,std,ci95_half_width,ci95_low,ci95_high,ci95_excludes_zero
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,rebuffering_rate_percent,lower,q-learning_minus_static,10,-3.72943477740539,0.0,0.0,-3.72943477740539,-3.72943477740539,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,average_bitrate_kbps,higher,q-learning_minus_static,10,139.2466666666665,365.2777546937044,261.2858103905918,-122.03914372392529,400.5324770572583,False
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,average_payload_bitrate_kbps,higher,q-learning_minus_static,10,-28.48308000000002,389.9403411619058,278.9271362279001,-307.41021622790015,250.4440562279001,False
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,buffer_mean_s,descriptive,q-learning_minus_static,10,3.61106277158406,1.2335861324442436,0.8823930506596634,2.7286697209243966,4.493455822243724,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,buffer_std_s,lower,q-learning_minus_static,10,0.5947920035068355,0.7578208335347165,0.5420747036375846,0.05271729986925089,1.13686670714442,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,mean_objective_reward,higher,q-learning_minus_static,10,0.7742949530777266,0.09658268866711238,0.06908629324895382,0.7052086598287728,0.8433812463266803,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,mean_quality_utility,higher,q-learning_minus_static,10,0.10123826033886854,0.0708490712412941,0.05067885124903104,0.0505594090898375,0.15191711158789958,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,mean_psnr_y_db,higher,q-learning_minus_static,10,0.3918096783333304,0.460091326136925,0.3291066413397455,0.06270303699358493,0.7209163196730759,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,switch_count,lower,q-learning_minus_static,10,14.7,4.001388647846034,2.862222136732228,11.837777863267771,17.562222136732228,True
per_content_trace,sita_sings_the_blues,stage56_evaluation_high_start,static,high_representation_fraction_percent,descriptive,q-learning_minus_static,10,-8.166666666666668,9.410068156822744,6.7310895683966185,-14.897756235063287,-1.4355770982700493,True
