scope,trace,controller,metric,better_when,n,mean,std,ci95_half_width,ci95_low,ci95_high
overall_per_seed,all_evaluation_traces,static,buffer_std_s,lower,5,1.7402083875483196,0.0,0.0,1.7402083875483196,1.7402083875483196
overall_per_seed,all_evaluation_traces,static,mean_objective_reward,higher,5,-2.017972193799372,0.0,0.0,-2.017972193799372,-2.017972193799372
overall_per_seed,all_evaluation_traces,static,switch_count,lower,5,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666
overall_per_seed,all_evaluation_traces,static,high_representation_fraction_percent,descriptive,5,2.2222222222222223,0.0,0.0,2.2222222222222223,2.2222222222222223
overall_per_seed,all_evaluation_traces,throughput,startup_delay_s,lower,5,2.453286674236927,0.0,0.0,2.453286674236927,2.453286674236927
overall_per_seed,all_evaluation_traces,throughput,rebuffering_s,lower,5,2.8161096908277945,0.0,0.0,2.8161096908277945,2.8161096908277945
overall_per_seed,all_evaluation_traces,throughput,rebuffering_rate_percent,lower,5,9.88455489936046,0.0,0.0,9.88455489936046,9.88455489936046
overall_per_seed,all_evaluation_traces,throughput,average_bitrate_kbps,higher,5,10026.0,0.0,0.0,10026.0,10026.0
overall_per_seed,all_evaluation_traces,throughput,average_payload_bitrate_kbps,higher,5,12307.121937521937,0.0,0.0,12307.121937521937,12307.121937521937
overall_per_seed,all_evaluation_traces,throughput,buffer_mean_s,descriptive,5,4.874519723015978,0.0,0.0,4.874519723015978,4.874519723015978
overall_per_seed,all_evaluation_traces,throughput,buffer_std_s,lower,5,2.1584510890189206,0.0,0.0,2.1584510890189206,2.1584510890189206
overall_per_seed,all_evaluation_traces,throughput,mean_objective_reward,higher,5,-1.9347878881383402,0.0,0.0,-1.9347878881383402,-1.9347878881383402
overall_per_seed,all_evaluation_traces,throughput,switch_count,lower,5,0.0,0.0,0.0,0.0,0.0
overall_per_seed,all_evaluation_traces,throughput,high_representation_fraction_percent,descriptive,5,0.0,0.0,0.0,0.0,0.0
overall_per_seed,all_evaluation_traces,bola-basic,startup_delay_s,lower,5,2.453286674236927,0.0,0.0,2.453286674236927,2.453286674236927
overall_per_seed,all_evaluation_traces,bola-basic,rebuffering_s,lower,5,2.8161096908277945,0.0,0.0,2.8161096908277945,2.8161096908277945
overall_per_seed,all_evaluation_traces,bola-basic,rebuffering_rate_percent,lower,5,9.88455489936046,0.0,0.0,9.88455489936046,9.88455489936046
overall_per_seed,all_evaluation_traces,bola-basic,average_bitrate_kbps,higher,5,12158.844444444445,0.0,0.0,12158.844444444445,12158.844444444445
overall_per_seed,all_evaluation_traces,bola-basic,average_payload_bitrate_kbps,higher,5,14387.931016731018,0.0,0.0,14387.931016731018,14387.931016731018
overall_per_seed,all_evaluation_traces,bola-basic,buffer_mean_s,descriptive,5,3.9456056751219064,0.0,0.0,3.9456056751219064,3.9456056751219064
overall_per_seed,all_evaluation_traces,bola-basic,buffer_std_s,lower,5,1.5698128054670315,0.0,0.0,1.5698128054670315,1.5698128054670315
overall_per_seed,all_evaluation_traces,bola-basic,mean_objective_reward,higher,5,-1.9851530599331155,0.0,0.0,-1.9851530599331155,-1.9851530599331155
overall_per_seed,all_evaluation_traces,bola-basic,switch_count,lower,5,2.3333333333333335,0.0,0.0,2.3333333333333335,2.3333333333333335
